 2.22194871e+001 1.49298613e+001
 2.24647792e+001 4.96224200e+001
 2.09478474e+001 -6.90479849e+001
 2.78213735e+001 9.78975498e+001
 2.24564458e+001 -2.01849077e+001
 2.00241432e+001 1.36055704e+002
 2.24786220e+001 1.73177325e+002
 2.02759802e+001 9.05895796e+001
 3.60652396e+001 -2.37823486e+002
 2.28297124e+001 -1.13282803e+002
 2.18743921e+001 7.01180302e+001
 2.47696364e+001 4.03118743e+001
 2.10717378e+001 1.36455361e+002
 2.28187880e+001 1.02292030e+002
 2.00182088e+001 -1.36432242e+002
 2.13053626e+001 -9.18564377e+001
 2.17963663e+001 -1.05721147e+002
 2.04635784e+001 -1.78600731e+002
 2.29332356e+001 -9.65201534e+001
 2.73254010e+001 1.59090539e+002
 3.34744821e+001 -1.78894140e+002
 3.73193209e+001 2.09993215e+002
 2.45121585e+001 9.49786935e+001
 2.21115516e+001 7.44512587e+001
 2.07153290e+001 1.92050953e+002
 2.06031477e+001 -2.56173546e+002
 2.39335377e+001 -9.43326070e+001
 2.79367194e+001 -2.26857880e+002
 2.73148229e+001 -7.00863745e+001
 2.47113346e+001 -1.51271653e+002
 2.49691652e+001 3.07465261e+002
 2.20145039e+001 -1.92580840e+002
 2.39633706e+001 1.61747368e+002
 3.60445680e+001 -2.59179432e+002
 2.12034025e+001 1.76273914e+002
 2.88821274e+001 2.58267880e+002
 2.67735829e+001 -2.21313074e+002
 2.06741107e+001 7.57652117e+001
 2.17051623e+001 1.58222047e+001
 2.25728654e+001 8.48796611e+001
 2.53712024e+001 -1.72133254e+002
 2.30692939e+001 5.45674135e+001
 2.01266363e+001 -1.06925698e+002
 2.27838157e+001 1.66271796e+002
 2.11432735e+001 -1.90572356e+002
 2.29450538e+001 6.71441844e+001
 2.30625816e+001 1.29551589e+002
 3.87508774e+001 1.12695255e+002
 2.23718897e+001 -1.89101808e+002
 2.38306049e+001 2.06685622e+002
 2.54321489e+001 -1.43262026e+002
 3.00334593e+001 1.22334051e+002
 2.12345172e+001 7.16286392e+001
 2.10530071e+001 -1.46028345e+002
 2.52378406e+001 -6.07175940e+001
 2.76249139e+001 -1.73552616e+002
 2.96508215e+001 6.72986853e+001
 2.47175064e+001 -4.33093360e+001
 2.16054635e+001 -1.73517231e+002
 2.16467142e+001 -1.89527670e+001
 2.32291721e+001 7.72754622e+001
 2.09843089e+001 1.92343677e+002
 2.11631730e+001 2.53882480e+002
 2.13874183e+001 1.56082249e+002
 2.34177404e+001 -2.73839325e+002
 2.11474136e+001 1.59165580e+002
 2.03107425e+001 -2.63142198e+002
 3.43863226e+001 6.92155532e+001
 2.16785357e+001 -1.10759420e+002
 2.22751092e+001 -1.24621557e+002
 2.79731872e+001 -6.45876619e+001
 2.36033932e+001 -1.45791940e+002
 2.28012324e+001 7.07922744e+001
 2.14382468e+001 -9.39065281e+001
 2.92815455e+001 -5.73384725e+001
 2.47051227e+001 -1.36990032e+002
 2.01250315e+001 -2.80284187e+002
 2.07176117e+001 -1.46967734e+002
 2.00104385e+001 -9.50252171e+001
 2.38168107e+001 4.29368363e+001
 2.11608957e+001 -1.41138005e+002
 2.07676332e+001 -2.38850088e+002
 2.00495520e+001 3.61305630e+001
 2.30248992e+001 -4.76922470e+001
 3.16681380e+001 1.86484299e+002
 2.14483870e+001 1.65553567e+002
 3.12002546e+001 7.58914733e+001
 2.11566522e+001 6.54638540e+001
 3.00804417e+001 1.49202596e+002
 2.66485225e+001 -2.04077441e+002
 2.43811808e+001 -9.00191730e+001
 2.43304749e+001 -9.26323669e+001
 2.13422800e+001 3.05726236e+001
 2.06064605e+001 -1.79180577e+002
 2.03981542e+001 4.77579868e+001
 2.34053638e+001 1.28713917e+002
 2.14940489e+001 -3.36036327e+001
 2.37358122e+001 1.02433682e+002
 2.25050923e+001 1.65988539e+002
 2.05073043e+001 -2.35012738e+002
 2.03010187e+001 -6.08215769e+001
 2.91038996e+001 -6.85413324e+001
 2.07906969e+001 -7.84661693e+001
 2.06582029e+001 -9.49818307e+001
 2.43811808e+001 -9.00191730e+001
 2.06582029e+001 -9.49818307e+001
 2.08558547e+001 -6.79853211e+001
 2.08558547e+001 -6.79853211e+001
 2.19368464e+001 2.11575045e+002
 2.18103264e+001 9.37005208e+001
 2.06582029e+001 -9.49818307e+001
 2.12664392e+001 -1.59644573e+002
 2.06584823e+001 -1.15643893e+002
 2.12431358e+001 5.77003794e+001
 2.43304749e+001 -9.26323669e+001
 2.20371418e+001 -6.24181849e+001
 2.06064605e+001 -1.79180577e+002
 2.03010187e+001 -6.08215769e+001
 2.15525986e+001 2.24787119e+002
 2.00714806e+001 -6.19836186e+001
 2.91038996e+001 -6.85413324e+001
 2.03981542e+001 4.77579868e+001
 3.21369412e+001 1.19535563e+002
 2.18103264e+001 9.37005208e+001
 2.07469543e+001 -1.80827180e+002
 2.11494703e+001 1.00228668e+002
 2.04406809e+001 -1.68932508e+002
 2.36415252e+001 1.82902722e+002
 2.98355070e+001 5.63661797e+001
 2.21226991e+001 -5.42747301e+001
 2.46090392e+001 -1.61280197e+002
 2.14179401e+001 5.94909088e+001
 2.08558547e+001 -6.79853211e+001
 2.20371418e+001 -6.24181849e+001
