 2.22194871e+001 1.49298613e+001
 2.12686183e+001 -1.65535741e+002
 2.08274311e+001 -1.70687849e+002
 2.78400337e+001 -8.71703904e+001
 2.18281831e+001 -1.60072673e+002
 2.29014465e+001 4.97419771e+001
 2.62825857e+001 3.30505156e+001
 2.09478474e+001 -6.90479849e+001
 2.11149271e+001 -4.89067456e+002
 2.33461564e+001 3.74001236e+001
 2.12883504e+001 -2.66382385e+001
 2.15119659e+001 -1.11800731e+002
 2.21479037e+001 9.21085352e+001
 2.99809133e+001 7.83279676e+001
 2.78213735e+001 9.78975498e+001
 2.24564458e+001 -2.01849077e+001
 2.96424811e+001 1.33218080e+002
 2.00241432e+001 1.36055704e+002
 2.24786220e+001 1.73177325e+002
 2.12272257e+001 2.02644073e+001
 2.02759802e+001 9.05895796e+001
 3.60652396e+001 -2.37823486e+002
 2.28297124e+001 -1.13282803e+002
 2.18743921e+001 7.01180302e+001
 2.47696364e+001 4.03118743e+001
 2.10180466e+001 4.43293903e+001
 2.42172311e+001 4.16976621e+001
 2.46415536e+001 2.26419128e+002
 2.10717378e+001 1.36455361e+002
 2.27802398e+001 8.42878524e+001
 2.24785777e+001 1.18617199e+002
 2.23703527e+001 -2.04797959e+001
 2.28187880e+001 1.02292030e+002
 2.60895086e+001 1.07699377e+002
 2.02593721e+001 5.77977676e+002
 2.04614981e+001 1.24346689e+001
 2.57069880e+001 -7.22053730e+000
 2.54055305e+001 9.11912650e+001
 2.52222367e+001 -1.42489083e+002
 4.22902533e+001 1.40920567e+002
 2.00182088e+001 -1.36432242e+002
 2.13053626e+001 -9.18564377e+001
 2.17963663e+001 -1.05721147e+002
 2.04635784e+001 -1.78600731e+002
 2.29332356e+001 -9.65201534e+001
 2.01037257e+001 -3.11021911e+001
 2.11082759e+001 1.26151604e+002
 2.73254010e+001 1.59090539e+002
 2.38646296e+001 -9.75230878e+001
 2.62816553e+001 -4.16985655e+001
 2.09286239e+001 3.66592027e+002
 2.98041962e+001 -1.01434431e+002
 2.52929765e+001 -1.11529968e+002
 2.00030649e+001 2.87630715e+002
 2.15213230e+001 4.41255265e+001
 2.15949218e+001 6.47360622e+001
 2.53218229e+001 3.16597011e+001
 2.01110392e+001 1.65635507e+002
 3.34744821e+001 -1.78894140e+002
 3.73193209e+001 2.09993215e+002
